Suburb,Council,Post Code,District,Latitude,Longitude,State
Koroop,Gannawarra Shire,3579,Mallee District,-35.7321,143.8532,Victoria
Korumburra,South Gippsland Shire,3950,West & South Gippsland District,-38.699,146.067,Victoria
Korumburra South,South Gippsland Shire,3950,West & South Gippsland District,-38.699,146.067,Victoria
Korweinguboora,Moorabool Shire,3461,Central District,-38.0833,144.3,Victoria
Kotta,Campaspe Shire,3565,Northern Country District,-36.3234,144.7084,Victoria
Kotupna,Moira Shire,3638,Northern Country District,-36.0506,145.5381,Victoria
Koyuga,Campaspe Shire,3622,Northern Country District,-36.3234,144.7084,Victoria
Krowera,Bass Coast Shire,3945,Central District,-38.4851,145.5639,Victoria
Krowera,South Gippsland Shire,3945,West & South Gippsland District,-38.699,146.067,Victoria
Kulwin,Mildura Rural City,3490,Mallee District,-34.2,142.15,Victoria
Kunat,Swan Hill Rural City,3585,Mallee District,-35.3378,143.5544,Victoria
Kurraca,Loddon Shire,3518,Northern Country District,-36.4041,143.8296,Victoria
Kurraca West,Loddon Shire,3518,Northern Country District,-36.4041,143.8296,Victoria
Kurting,Loddon Shire,3517,Northern Country District,-36.4041,143.8296,Victoria
Kurunjang,Melton City,3337,Central District,-37.6833,144.5833,Victoria
Kurunjang,Melton City,3337,Central District,-37.6833,144.5833,Victoria
Kyabram,Greater Shepparton City,3620,Northern Country District,-36.4274,145.4152,Victoria
Kyabram,Campaspe Shire,3620,Northern Country District,-36.3234,144.7084,Victoria
Kyabram South,Greater Shepparton City,3620,Northern Country District,-36.4274,145.4152,Victoria
Kyneton,Macedon Ranges Shire,3444,Central District,-37.3334,144.6158,Victoria
Kyneton South,Macedon Ranges Shire,3444,Central District,-37.3334,144.6158,Victoria
Kyvalley,Campaspe Shire,3621,Northern Country District,-36.3234,144.7084,Victoria
Laanecoorie,Loddon Shire,3463,Northern Country District,-36.4041,143.8296,Victoria
Laang,Moyne Shire,3265,South West District,-38.1879,142.4622,Victoria
Labertouche,Baw Baw Shire,3816,West & South Gippsland District,-37.97,146.144,Victoria
Laceby,Wangaratta Rural City,3678,North East District,-36.3667,146.3333,Victoria
Ladys Pass,Greater Bendigo City,3523,Northern Country District,-36.7228,144.4397,Victoria
Laen,Yarriambiack Shire (South Of Netting Fence),3480,Wimmera District,-36.0262,142.4045,Victoria
Laen,Buloke Shire,3480,Mallee District,-35.8464,143.05200000000002,Victoria
Laen East,Buloke Shire,3480,Mallee District,-35.8464,143.05200000000002,Victoria
Laen North,Buloke Shire,3480,Mallee District,-35.8464,143.05200000000002,Victoria
Lah,Yarriambiack Shire (South Of Netting Fence),3393,Wimmera District,-36.0262,142.4045,Victoria
Laharum,Horsham Rural City,3401,Wimmera District,-36.7167,142.2,Victoria
Lake Boga,Swan Hill Rural City,3584,Mallee District,-35.3378,143.5544,Victoria
Lake Bolac,Ararat Rural City,3351,South West District,-37.2833,142.9333,Victoria
Lake Bunga,East Gippsland Shire,3909,East Gippsland District,-37.3456,148.5829,Victoria
Lake Charm,Gannawarra Shire,3581,Mallee District,-35.7321,143.8532,Victoria
Lake Condah,Glenelg Shire,3303,South West District,-37.8908,141.4424,Victoria
Lake Eildon,Mansfield Shire,3713,North East District,-37.05,146.0833,Victoria
Lake Fyans,Northern Grampians Shire,3381,Wimmera District,-36.8496,142.873,Victoria
Lake Gardens,Ballarat City,3355,Central District,-37.5662,143.8496,Victoria
Lake Goldsmith,Pyrenees Shire,3373,South West District,-37.3276,143.3647,Victoria
Lake Lonsdale,Northern Grampians Shire,3381,Wimmera District,-36.8496,142.873,Victoria
Lake Marmal,Loddon Shire,3525,Northern Country District,-36.4041,143.8296,Victoria
Lake Meran,Gannawarra Shire,3579,Mallee District,-35.7321,143.8532,Victoria
Lake Mundi,Glenelg Shire,3312,South West District,-37.8908,141.4424,Victoria
Lake Powell,Swan Hill Rural City,3597,Mallee District,-35.3378,143.5544,Victoria
Lake Rowan,Moira Shire,3727,Northern Country District,-36.0506,145.5381,Victoria
Lake Tyers,East Gippsland Shire,3887,East Gippsland District,-37.3456,148.5829,Victoria
Lake Tyers Beach,East Gippsland Shire,3909,East Gippsland District,-37.3456,148.5829,Victoria
Lake Wendouree,Ballarat City,3350,Central District,-37.5662,143.8496,Victoria
Lake Wongan,Pyrenees Shire,3373,South West District,-37.3276,143.3647,Victoria
Lakes Entrance,East Gippsland Shire,3909,East Gippsland District,-37.3456,148.5829,Victoria
Lal Lal,Moorabool Shire,3352,Central District,-38.0833,144.3,Victoria
Lalbert,Gannawarra Shire,3542,Mallee District,-35.7321,143.8532,Victoria
Lalor,Whittlesea City,3075,Central District,-37.5167,145.1167,Victoria
Lamplough,Pyrenees Shire,3352,South West District,-37.3276,143.3647,Victoria
Lancaster,Campaspe Shire,3620,Northern Country District,-36.3234,144.7084,Victoria
Lancaster,Greater Shepparton City,3620,Northern Country District,-36.4274,145.4152,Victoria
Lance Creek,Bass Coast Shire,3995,Central District,-38.4851,145.5639,Victoria
Lancefield,Macedon Ranges Shire,3435,Central District,-37.3334,144.6158,Victoria
Landsborough,Pyrenees Shire,3384,South West District,-37.3276,143.3647,Victoria
Landsborough West,Northern Grampians Shire,3384,Wimmera District,-36.8496,142.873,Victoria
Landsborough West,Pyrenees Shire,3384,South West District,-37.3276,143.3647,Victoria
Lang Lang,South Gippsland Shire,3984,West & South Gippsland District,-38.699,146.067,Victoria
Lang Lang,Cardinia Shire,3984,Central District,-38.15,145.4167,Victoria
Lang Lang,Bass Coast Shire,3984,Central District,-38.4851,145.5639,Victoria
Lang Lang East,Cardinia Shire,3984,Central District,-38.15,145.4167,Victoria
Langdons Hill,Hepburn Shire,3363,Central District,-37.3167,144.1333,Victoria
Langi Kal Kal,Pyrenees Shire,3352,South West District,-37.3276,143.3647,Victoria
Langi Logan,Ararat Rural City,3377,South West District,-37.2833,142.9333,Victoria
Langkoop,West Wimmera Shire,3318,Wimmera District,-36.5992,141.4004,Victoria
Langley,Mount Alexander Shire,3444,North Central District,-37.0761,144.1882,Victoria
Langsborough,Wellington Shire,3971,West & South Gippsland District,-35.35,139.3833,Victoria
Langwarrin,Frankston City,3910,Central District,-38.1333,145.1167,Victoria
Langwarrin South,Frankston City,3911,Central District,-38.1333,145.1167,Victoria
Lara,Greater Geelong City,3212,Central District,-38.0518,144.4614,Victoria
Lardner,Baw Baw Shire,3821,West & South Gippsland District,-37.97,146.144,Victoria
Larpent,Colac Otway Shire,3249,South West District,-38.4387,143.5967,Victoria
Larralea,Corangamite Shire,3325,South West District,-38.216,143.2354,Victoria
Lascelles,Yarriambiack Shire (North Of Netting Fence),3487,Mallee District,-36.0262,142.4045,Victoria
Launching Place,Yarra Ranges Shire,3139,Central District,-37.7501,145.7371,Victoria
Lauriston,Macedon Ranges Shire,3444,Central District,-37.3334,144.6158,Victoria
Lavers Hill,Colac Otway Shire,3238,South West District,-38.4387,143.5967,Victoria
Laverton,Wyndham City,3028,Central District,-37.8928,144.6357,Victoria
Laverton,Hobsons Bay City,3028,Central District,-37.8569,144.8335,Victoria
Laverton North,Wyndham City,3026,Central District,-37.8928,144.6357,Victoria
Lawler,Buloke Shire,3480,Mallee District,-35.8464,143.05200000000002,Victoria
Lawler,Yarriambiack Shire (South Of Netting Fence),3480,Wimmera District,-36.0262,142.4045,Victoria
Lawloit,West Wimmera Shire,3418,Wimmera District,-36.5992,141.4004,Victoria
Lawrence,Hepburn Shire,3364,Central District,-37.3167,144.1333,Victoria
Leaghur,Loddon Shire,3537,Northern Country District,-36.4041,143.8296,Victoria
Learmonth,Ballarat City,3352,Central District,-37.5662,143.8496,Victoria
Ledcourt,Northern Grampians Shire,3385,Wimmera District,-36.8496,142.873,Victoria
Leichardt,Greater Bendigo City,3516,Northern Country District,-36.7228,144.4397,Victoria
Leichardt,Loddon Shire,3516,Northern Country District,-36.4041,143.8296,Victoria
Leigh Creek,Moorabool Shire,3352,Central District,-38.0833,144.3,Victoria
Leitchville,Gannawarra Shire,3567,Mallee District,-35.7321,143.8532,Victoria
Leitchville,Loddon Shire,3567,Northern Country District,-36.4041,143.8296,Victoria
Lemnos,Greater Shepparton City,3631,Northern Country District,-36.4274,145.4152,Victoria
Leneva,Wodonga City,3691,North East District,-36.1167,146.8833,Victoria
Leonards Hill,Hepburn Shire,3461,Central District,-37.3167,144.1333,Victoria
Leongatha,South Gippsland Shire,3953,West & South Gippsland District,-38.699,146.067,Victoria
Leongatha North,South Gippsland Shire,3953,West & South Gippsland District,-38.699,146.067,Victoria
Leongatha South,South Gippsland Shire,3953,West & South Gippsland District,-38.699,146.067,Victoria
Leopold,Greater Geelong City,3224,Central District,-38.0518,144.4614,Victoria
Lerderderg,Moorabool Shire,3458,Central District,-38.0833,144.3,Victoria
Leslie Manor,Corangamite Shire,3260,South West District,-38.216,143.2354,Victoria
Lethbridge,Golden Plains Shire,3332,Central District,-37.8523,143.8635,Victoria
Lexton,Pyrenees Shire,3352,South West District,-37.3276,143.3647,Victoria
Licola,Wellington Shire,3858,West & South Gippsland District,-35.35,139.3833,Victoria
Licola North,Wellington Shire,3858,West & South Gippsland District,-35.35,139.3833,Victoria
Lillico,Baw Baw Shire,3820,West & South Gippsland District,-37.97,146.144,Victoria
Lillicur,Central Goldfields Shire,3371,North Central District,-36.9789,143.7386,Victoria
Lillicur,Pyrenees Shire,3371,South West District,-37.3276,143.3647,Victoria
Lillimur,West Wimmera Shire,3420,Wimmera District,-36.5992,141.4004,Victoria
Lilliput,Indigo Shire,3682,North East District,-36.2085,146.6863,Victoria
Lilydale,Yarra Ranges Shire,3140,Central District,-37.7501,145.7371,Victoria
Lima,Benalla Rural City,3673,North East District,-36.5904,146.0281,Victoria
Lima East,Benalla Rural City,3673,North East District,-36.5904,146.0281,Victoria
Lima South,Mansfield Shire,3673,North East District,-37.05,146.0833,Victoria
Lima South,Benalla Rural City,3673,North East District,-36.5904,146.0281,Victoria
Limestone,Murrindindi Shire,3717,North Central District,-37.3667,145.5333,Victoria
Lindenow,East Gippsland Shire,3865,East Gippsland District,-37.3456,148.5829,Victoria
Lindenow South,East Gippsland Shire,3875,East Gippsland District,-37.3456,148.5829,Victoria
Lindsay,Glenelg Shire,3312,South West District,-37.8908,141.4424,Victoria
Lindsay Point,Mildura Rural City,3496,Mallee District,-34.2,142.15,Victoria
Linga,Mildura Rural City,3509,Mallee District,-34.2,142.15,Victoria
Linton,Pyrenees Shire,3360,South West District,-37.3276,143.3647,Victoria
Linton,Golden Plains Shire,3360,Central District,-37.8523,143.8635,Victoria
Liparoo,Swan Hill Rural City,3549,Mallee District,-35.3378,143.5544,Victoria
Lismore,Corangamite Shire,3324,South West District,-38.216,143.2354,Victoria
Litchfield,Buloke Shire,3480,Mallee District,-35.8464,143.05200000000002,Victoria
Little Desert,Hindmarsh Shire,3418,Wimmera District,-36.0329,141.7328,Victoria
Little Hampton,Hepburn Shire,3458,Central District,-37.3167,144.1333,Victoria
Little River,Wyndham City,3211,Central District,-37.8928,144.6357,Victoria
Little River,Greater Geelong City,3211,Central District,-38.0518,144.4614,Victoria
Llanelly,Loddon Shire,3551,Northern Country District,-36.4041,143.8296,Victoria
Llowalong,Wellington Shire,3862,West & South Gippsland District,-35.35,139.3833,Victoria
Loch,Bass Coast Shire,3945,Central District,-38.4851,145.5639,Victoria
Loch,South Gippsland Shire,3945,West & South Gippsland District,-38.699,146.067,Victoria
Loch Sport,Wellington Shire,3851,West & South Gippsland District,-35.35,139.3833,Victoria
Lockington,Campaspe Shire,3563,Northern Country District,-36.3234,144.7084,Victoria
Locksley,Strathbogie Shire,3665,Northern Country District,-36.85,145.75,Victoria
Lockwood,Greater Bendigo City,3551,Northern Country District,-36.7228,144.4397,Victoria
Lockwood South,Greater Bendigo City,3551,Northern Country District,-36.7228,144.4397,Victoria
Loddon Vale,Loddon Shire,3575,Northern Country District,-36.4041,143.8296,Victoria
Logan,Loddon Shire,3475,Northern Country District,-36.4041,143.8296,Victoria
Logan,Northern Grampians Shire,3475,Wimmera District,-36.8496,142.873,Victoria
Londrigan,Wangaratta Rural City,3678,North East District,-36.3667,146.3333,Victoria
Long Forest,Moorabool Shire,3340,Central District,-38.0833,144.3,Victoria
Long Gully,Greater Bendigo City,3550,Northern Country District,-36.7228,144.4397,Victoria
Longerenong,Horsham Rural City,3401,Wimmera District,-36.7167,142.2,Victoria
Longerenong,Yarriambiack Shire (South Of Netting Fence),3401,Wimmera District,-36.0262,142.4045,Victoria
Longford,Wellington Shire,3851,West & South Gippsland District,-35.35,139.3833,Victoria
Longlea,Greater Bendigo City,3551,Northern Country District,-36.7228,144.4397,Victoria
Longwarry,Cardinia Shire,3816,Central District,-38.15,145.4167,Victoria
Longwarry,Baw Baw Shire,3816,West & South Gippsland District,-37.97,146.144,Victoria
Longwarry North,Baw Baw Shire,3816,West & South Gippsland District,-37.97,146.144,Victoria
Longwood,Strathbogie Shire,3665,Northern Country District,-36.85,145.75,Victoria
Longwood East,Strathbogie Shire,3666,Northern Country District,-36.85,145.75,Victoria
Lorne,Surf Coast Shire,3232,Central District,-38.34,144.1153,Victoria
Lorquon,Hindmarsh Shire,3418,Wimmera District,-36.0329,141.7328,Victoria
Lovely Banks,Greater Geelong City,3213,Central District,-38.0518,144.4614,Victoria
Lower Moira,Moira Shire,3639,Northern Country District,-36.0506,145.5381,Victoria
Lower Norton,Horsham Rural City,3401,Wimmera District,-36.7167,142.2,Victoria
Lower Plenty,Banyule City,3093,Central District,-37.7339,145.0858,Victoria
Lubeck,Yarriambiack Shire (South Of Netting Fence),3385,Wimmera District,-36.0262,142.4045,Victoria
Lubeck,Northern Grampians Shire,3385,Wimmera District,-36.8496,142.873,Victoria
Lucas,Ballarat City,3350,Central District,-37.5662,143.8496,Victoria
Lucknow,East Gippsland Shire,3875,East Gippsland District,-37.3456,148.5829,Victoria
Lucyvale,Towong Shire,3691,North East District,-36.3659,147.6272,Victoria
Lurg,Benalla Rural City,3673,North East District,-36.5904,146.0281,Victoria
Lyal,Greater Bendigo City,3444,Northern Country District,-36.7228,144.4397,Victoria
Lynbrook,Casey City,3975,Central District,-38.0952,145.3228,Victoria
Lyndhurst,Greater Dandenong City,3975,Central District,-38.0011,145.1907,Victoria
Lyndhurst,Casey City,3975,Central District,-38.0952,145.3228,Victoria
Lyons,Glenelg Shire,3304,South West District,-37.8908,141.4424,Victoria
Lyonville,Hepburn Shire,3461,Central District,-37.3167,144.1333,Victoria
Lysterfield,Knox City,3156,Central District,-37.8989,145.2692,Victoria
Lysterfield,Yarra Ranges Shire,3156,Central District,-37.7501,145.7371,Victoria
Lysterfield South,Casey City,3156,Central District,-38.0952,145.3228,Victoria
Macarthur,Moyne Shire,3286,South West District,-38.1879,142.4622,Victoria
Macclesfield,Yarra Ranges Shire,3782,Central District,-37.7501,145.7371,Victoria
Macedon,Macedon Ranges Shire,3440,Central District,-37.3334,144.6158,Victoria
Macks Creek,Wellington Shire,3971,West & South Gippsland District,-35.35,139.3833,Victoria
Macleod,Banyule City,3085,Central District,-37.7339,145.0858,Victoria
Macleod,Banyule City,3085,Central District,-37.7339,145.0858,Victoria
Macleod,Darebin City,3085,Central District,-37.7667,145.05,Victoria
Macorna,Loddon Shire,3579,Northern Country District,-36.4041,143.8296,Victoria
Macorna,Gannawarra Shire,3579,Mallee District,-35.7321,143.8532,Victoria
Macorna North,Gannawarra Shire,3568,Mallee District,-35.7321,143.8532,Victoria
Macs Cove,Mansfield Shire,3723,North East District,-37.05,146.0833,Victoria
Madalya,Wellington Shire,3971,West & South Gippsland District,-35.35,139.3833,Victoria
Maddingley,Moorabool Shire,3340,Central District,-38.0833,144.3,Victoria
Mafeking,Ararat Rural City,3379,South West District,-37.2833,142.9333,Victoria
Maffra,Wellington Shire,3860,West & South Gippsland District,-35.35,139.3833,Victoria
Maffra West Upper,Wellington Shire,3859,West & South Gippsland District,-35.35,139.3833,Victoria
Magpie,Ballarat City,3352,Central District,-37.5662,143.8496,Victoria
Maiden Gully,Greater Bendigo City,3551,Northern Country District,-36.7228,144.4397,Victoria
Maidstone,Maribyrnong City,3012,Central District,-37.7833,144.8833,Victoria
Mailors Flat,Moyne Shire,3275,South West District,-38.1879,142.4622,Victoria
Main Lead,Pyrenees Shire,3373,South West District,-37.3276,143.3647,Victoria
Main Ridge,Mornington Peninsula Shire,3928,Central District,-38.3327,144.9566,Victoria
Maindample,Mansfield Shire,3723,North East District,-37.05,146.0833,Victoria
Maintongoon,Murrindindi Shire,3714,North Central District,-37.3667,145.5333,Victoria
Major Plains,Benalla Rural City,3725,North East District,-36.5904,146.0281,Victoria
Major Plains,Greater Shepparton City,3725,Northern Country District,-36.4274,145.4152,Victoria
Majorca,Central Goldfields Shire,3465,North Central District,-36.9789,143.7386,Victoria
Maldon,Mount Alexander Shire,3463,North Central District,-37.0761,144.1882,Victoria
Mallacoota,East Gippsland Shire,3892,East Gippsland District,-37.3456,148.5829,Victoria
Malmsbury,Macedon Ranges Shire,3446,Central District,-37.3334,144.6158,Victoria
Malmsbury,Hepburn Shire,3446,Central District,-37.3167,144.1333,Victoria
Malmsbury,Mount Alexander Shire,3446,North Central District,-37.0761,144.1882,Victoria
Malvern,Stonnington City,3144,Central District,-37.8613,145.0378,Victoria
Malvern East,Stonnington City,3145,Central District,-37.8613,145.0378,Victoria
Mambourin,Wyndham City,3024,Central District,-37.8928,144.6357,Victoria
Manangatang,Swan Hill Rural City,3546,Mallee District,-35.3378,143.5544,Victoria
Mandurang,Greater Bendigo City,3551,Northern Country District,-36.7228,144.4397,Victoria
Mandurang South,Greater Bendigo City,3551,Northern Country District,-36.7228,144.4397,Victoria
Mangalore,Strathbogie Shire,3663,Northern Country District,-36.85,145.75,Victoria
Mangalore,Mitchell Shire,3663,North Central District,-37.1754,144.98,Victoria
Manifold Heights,Greater Geelong City,3218,Central District,-38.0518,144.4614,Victoria
Mannerim,Greater Geelong City,3222,Central District,-38.0518,144.4614,Victoria
Mannibadar,Golden Plains Shire,3360,Central District,-37.8523,143.8635,Victoria
Manns Beach,Wellington Shire,3971,West & South Gippsland District,-35.35,139.3833,Victoria
Manor Lakes,Wyndham City,3024,Central District,-37.8928,144.6357,Victoria
Manorina,East Gippsland Shire,3889,East Gippsland District,-37.3456,148.5829,Victoria
Mansfield,Mansfield Shire,3722,North East District,-37.05,146.0833,Victoria
Maramingo Creek,East Gippsland Shire,3891,East Gippsland District,-37.3456,148.5829,Victoria
Marcus Hill,Greater Geelong City,3222,Central District,-38.0518,144.4614,Victoria
Mardan,South Gippsland Shire,3953,West & South Gippsland District,-38.699,146.067,Victoria
Marengo,Colac Otway Shire,3233,South West District,-38.4387,143.5967,Victoria
Maribyrnong,Maribyrnong City,3032,Central District,-37.7833,144.8833,Victoria
Marionvale,Greater Shepparton City,3634,Northern Country District,-36.4274,145.4152,Victoria
Markwood,Wangaratta Rural City,3678,North East District,-36.3667,146.3333,Victoria
Marlbed,Buloke Shire,3483,Mallee District,-35.8464,143.05200000000002,Victoria
Marlo,East Gippsland Shire,3888,East Gippsland District,-37.3456,148.5829,Victoria
Marnoo,Northern Grampians Shire,3387,Wimmera District,-36.8496,142.873,Victoria
Marnoo East,Northern Grampians Shire,3477,Wimmera District,-36.8496,142.873,Victoria
Marnoo West,Northern Grampians Shire,3387,Wimmera District,-36.8496,142.873,Victoria
Marong,Greater Bendigo City,3515,Northern Country District,-36.7228,144.4397,Victoria
Marong,Loddon Shire,3515,Northern Country District,-36.4041,143.8296,Victoria
Maroona,Ararat Rural City,3377,South West District,-37.2833,142.9333,Victoria
Marraweeney,Strathbogie Shire,3669,Northern Country District,-36.85,145.75,Victoria
Marshall,Greater Geelong City,3216,Central District,-38.0518,144.4614,Victoria
Marungi,Greater Shepparton City,3634,Northern Country District,-36.4274,145.4152,Victoria
Marungi,Moira Shire,3634,Northern Country District,-36.0506,145.5381,Victoria
Maryborough,Central Goldfields Shire,3465,North Central District,-36.9789,143.7386,Victoria
Maryknoll,Cardinia Shire,3812,Central District,-38.15,145.4167,Victoria
Marysville,Murrindindi Shire,3779,North Central District,-37.3667,145.5333,Victoria
Maryvale,Latrobe City,3840,West & South Gippsland District,-38.2538,146.4612,Victoria
Massey,Buloke Shire,3482,Mallee District,-35.8464,143.05200000000002,Victoria
Matlock,Yarra Ranges Shire,3723,Central District,-37.7501,145.7371,Victoria
Matlock,Mansfield Shire,3723,North East District,-37.05,146.0833,Victoria
Maude,Golden Plains Shire,3331,Central District,-37.8523,143.8635,Victoria
McCrae,Mornington Peninsula Shire,3938,Central District,-38.3327,144.9566,Victoria
McIntyre,Loddon Shire,3472,Northern Country District,-36.4041,143.8296,Victoria
McKenzie Creek,Horsham Rural City,3401,Wimmera District,-36.7167,142.2,Victoria
McKenzie Hill,Mount Alexander Shire,3451,North Central District,-37.0761,144.1882,Victoria
McKinnon,Glen Eira City,3204,Central District,-37.8995,145.041,Victoria
McLoughlins Beach,Wellington Shire,3874,West & South Gippsland District,-35.35,139.3833,Victoria
McMahons Creek,Yarra Ranges Shire,3799,Central District,-37.7501,145.7371,Victoria
McMillans,Gannawarra Shire,3568,Mallee District,-35.7321,143.8532,Victoria
Mead,Gannawarra Shire,3568,Mallee District,-35.7321,143.8532,Victoria
Meadow Creek,Wangaratta Rural City,3678,North East District,-36.3667,146.3333,Victoria
Meadow Heights,Hume City,3048,Central District,-37.5972,144.8051,Victoria
Meatian,Swan Hill Rural City,3585,Mallee District,-35.3378,143.5544,Victoria
Meatian,Gannawarra Shire,3585,Mallee District,-35.7321,143.8532,Victoria
Meeniyan,South Gippsland Shire,3956,West & South Gippsland District,-38.699,146.067,Victoria
Meering West,Gannawarra Shire,3579,Mallee District,-35.7321,143.8532,Victoria
Meerlieu,Wellington Shire,3862,West & South Gippsland District,-35.35,139.3833,Victoria
Melbourne,Port Phillip City,3004,Central District,-37.8587,144.9615,Victoria
Melbourne,Melbourne City,3000,Central District,-37.814,144.9633,Victoria
Melbourne,Melbourne City,3004,Central District,-37.814,144.9633,Victoria
Melbourne Airport,Hume City,3045,Central District,-37.5972,144.8051,Victoria
Melton,Melton City,3337,Central District,-37.6833,144.5833,Victoria
Melton South,Melton City,3338,Central District,-37.6833,144.5833,Victoria
Melton West,Melton City,3337,Central District,-37.6833,144.5833,Victoria
Melville Forest,Southern Grampians Shire,3315,South West District,-37.5299,142.0253,Victoria
Melwood,East Gippsland Shire,3875,East Gippsland District,-37.3456,148.5829,Victoria
Mena Park,Pyrenees Shire,3373,South West District,-37.3276,143.3647,Victoria
Mentone,Kingston City,3194,Central District,-38.0045,145.0953,Victoria
Mentone,Kingston City,3194,Central District,-38.0045,145.0953,Victoria
Menzies Creek,Yarra Ranges Shire,3159,Central District,-37.7501,145.7371,Victoria
Menzies Creek,Cardinia Shire,3159,Central District,-38.15,145.4167,Victoria
Mepunga,Moyne Shire,3277,South West District,-38.1879,142.4622,Victoria
Mepunga East,Moyne Shire,3277,South West District,-38.1879,142.4622,Victoria
Mepunga West,Moyne Shire,3277,South West District,-38.1879,142.4622,Victoria
Merbein,Mildura Rural City,3505,Mallee District,-34.2,142.15,Victoria
Merbein South,Mildura Rural City,3505,Mallee District,-34.2,142.15,Victoria
Merbein West,Mildura Rural City,3505,Mallee District,-34.2,142.15,Victoria
Meredith,Moorabool Shire,3333,Central District,-38.0833,144.3,Victoria
Meredith,Golden Plains Shire,3333,Central District,-37.8523,143.8635,Victoria
Meringur,Mildura Rural City,3496,Mallee District,-34.2,142.15,Victoria
Merino,Glenelg Shire,3310,South West District,-37.8908,141.4424,Victoria
Mernda,Whittlesea City,3754,Central District,-37.5167,145.1167,Victoria
Mernda,Whittlesea City,3754,Central District,-37.5167,145.1167,Victoria
Merriang,Alpine Shire,3737,North East District,-36.8341,146.9794,Victoria
Merriang South,Alpine Shire,3737,North East District,-36.8341,146.9794,Victoria
Merricks,Mornington Peninsula Shire,3916,Central District,-38.3327,144.9566,Victoria
Merricks Beach,Mornington Peninsula Shire,3926,Central District,-38.3327,144.9566,Victoria
Merricks North,Mornington Peninsula Shire,3926,Central District,-38.3327,144.9566,Victoria
Merrigum,Greater Shepparton City,3618,Northern Country District,-36.4274,145.4152,Victoria
Merrijig,East Gippsland Shire,3723,East Gippsland District,-37.3456,148.5829,Victoria
Merrijig,Mansfield Shire,3723,North East District,-37.05,146.0833,Victoria
Merrimu,Moorabool Shire,3340,Central District,-38.0833,144.3,Victoria
Merrinee,Mildura Rural City,3496,Mallee District,-34.2,142.15,Victoria
Merton,Mansfield Shire,3715,North East District,-37.05,146.0833,Victoria
Merton,Murrindindi Shire,3715,North Central District,-37.3667,145.5333,Victoria
Metcalfe,Mount Alexander Shire,3448,North Central District,-37.0761,144.1882,Victoria
Metcalfe East,Mount Alexander Shire,3444,North Central District,-37.0761,144.1882,Victoria
Metung,East Gippsland Shire,3904,East Gippsland District,-37.3456,148.5829,Victoria
Mia Mia,Mitchell Shire,3444,North Central District,-37.1754,144.98,Victoria
Mia Mia,Greater Bendigo City,3444,Northern Country District,-36.7228,144.4397,Victoria
Mickleham,Hume City,3064,Central District,-37.5972,144.8051,Victoria
Middle Creek,Ararat Rural City,3375,South West District,-37.2833,142.9333,Victoria
Middle Creek,Pyrenees Shire,3375,South West District,-37.3276,143.3647,Victoria
Middle Park,Port Phillip City,3206,Central District,-37.8587,144.9615,Victoria
Middle Tarwin,South Gippsland Shire,3956,West & South Gippsland District,-38.699,146.067,Victoria
Miepoll,Strathbogie Shire,3666,Northern Country District,-36.85,145.75,Victoria
Miga Lake,West Wimmera Shire,3409,Wimmera District,-36.5992,141.4004,Victoria
Milawa,Wangaratta Rural City,3678,North East District,-36.3667,146.3333,Victoria
Mildura,Mildura Rural City,3500,Mallee District,-34.2,142.15,Victoria
Mill Park,Whittlesea City,3082,Central District,-37.5167,145.1167,Victoria
Millbrook,Moorabool Shire,3352,Central District,-38.0833,144.3,Victoria
Millgrove,Yarra Ranges Shire,3799,Central District,-37.7501,145.7371,Victoria
Milloo,Campaspe Shire,3572,Northern Country District,-36.3234,144.7084,Victoria
Milltown,Glenelg Shire,3304,South West District,-37.8908,141.4424,Victoria
Milnes Bridge,Gannawarra Shire,3579,Mallee District,-35.7321,143.8532,Victoria
Mincha,Loddon Shire,3575,Northern Country District,-36.4041,143.8296,Victoria
Mincha West,Gannawarra Shire,3568,Mallee District,-35.7321,143.8532,Victoria
Miners Rest,Ballarat City,3352,Central District,-37.5662,143.8496,Victoria
Mingay,Corangamite Shire,3324,South West District,-38.216,143.2354,Victoria
Minhamite,Moyne Shire,3287,South West District,-38.1879,142.4622,Victoria
Minimay,West Wimmera Shire,3413,Wimmera District,-36.5992,141.4004,Victoria
Mininera,Ararat Rural City,3351,South West District,-37.2833,142.9333,Victoria
Minjah,Moyne Shire,3276,South West District,-38.1879,142.4622,Victoria
Minmindie,Loddon Shire,3537,Northern Country District,-36.4041,143.8296,Victoria
Minyip,Yarriambiack Shire (South Of Netting Fence),3392,Wimmera District,-36.0262,142.4045,Victoria
Miram,West Wimmera Shire,3415,Wimmera District,-36.5992,141.4004,Victoria
Mirboo,Latrobe City,3871,West & South Gippsland District,-38.2538,146.4612,Victoria
Mirboo,South Gippsland Shire,3871,West & South Gippsland District,-38.699,146.067,Victoria
Mirboo North,South Gippsland Shire,3871,West & South Gippsland District,-38.699,146.067,Victoria
Mirranatwa,Southern Grampians Shire,3294,South West District,-37.5299,142.0253,Victoria
Mitcham,Whitehorse City,3132,Central District,-37.8287,145.1543,Victoria
Mitchell Park,Ballarat City,3352,Central District,-37.5662,143.8496,Victoria
Mitchell Park,Ballarat City,3355,Central District,-37.5662,143.8496,Victoria
Mitchellstown,Strathbogie Shire,3608,Northern Country District,-36.85,145.75,Victoria
