Suburb,Council,Post Code,District,Latitude,Longitude,State
Mitiamo,Campaspe Shire,3573,Northern Country District,-36.3234,144.7084,Victoria
Mitiamo,Loddon Shire,3573,Northern Country District,-36.4041,143.8296,Victoria
Mitre,Horsham Rural City,3409,Wimmera District,-36.7167,142.2,Victoria
Mitre,West Wimmera Shire,3409,Wimmera District,-36.5992,141.4004,Victoria
Mitta Mitta,Towong Shire,3701,North East District,-36.3659,147.6272,Victoria
Mittyack,Mildura Rural City,3490,Mallee District,-34.2,142.15,Victoria
Mockinya,Horsham Rural City,3401,Wimmera District,-36.7167,142.2,Victoria
Modella,Baw Baw Shire,3816,West & South Gippsland District,-37.97,146.144,Victoria
Modella,Cardinia Shire,3816,Central District,-38.15,145.4167,Victoria
Modewarre,Surf Coast Shire,3240,Central District,-38.34,144.1153,Victoria
Moe,Latrobe City,3825,West & South Gippsland District,-38.2538,146.4612,Victoria
Moe,Baw Baw Shire,3825,West & South Gippsland District,-37.97,146.144,Victoria
Moe South,Latrobe City,3825,West & South Gippsland District,-38.2538,146.4612,Victoria
Moe South,Baw Baw Shire,3825,West & South Gippsland District,-37.97,146.144,Victoria
Moggs Creek,Surf Coast Shire,3231,Central District,-38.34,144.1153,Victoria
Moglonemby,Strathbogie Shire,3666,Northern Country District,-36.85,145.75,Victoria
Mokepilly,Northern Grampians Shire,3381,Wimmera District,-36.8496,142.873,Victoria
Molesworth,Murrindindi Shire,3718,North Central District,-37.3667,145.5333,Victoria
Moliagul,Loddon Shire,3472,Northern Country District,-36.4041,143.8296,Victoria
Moliagul,Central Goldfields Shire,3472,North Central District,-36.9789,143.7386,Victoria
Molka,Strathbogie Shire,3666,Northern Country District,-36.85,145.75,Victoria
Mollongghip,Moorabool Shire,3352,Central District,-38.0833,144.3,Victoria
Mollongghip,Hepburn Shire,3352,Central District,-37.3167,144.1333,Victoria
Mologa,Loddon Shire,3575,Northern Country District,-36.4041,143.8296,Victoria
Molyullah,Benalla Rural City,3673,North East District,-36.5904,146.0281,Victoria
Monbulk,Yarra Ranges Shire,3793,Central District,-37.7501,145.7371,Victoria
Monegeetta,Macedon Ranges Shire,3433,Central District,-37.3334,144.6158,Victoria
Mongans Bridge,Alpine Shire,3691,North East District,-36.8341,146.9794,Victoria
Monomeith,Cardinia Shire,3984,Central District,-38.15,145.4167,Victoria
Mont Albert,Boroondara City,3127,Central District,-37.8264,145.053,Victoria
Mont Albert,Whitehorse City,3127,Central District,-37.8287,145.1543,Victoria
Mont Albert North,Whitehorse City,3129,Central District,-37.8287,145.1543,Victoria
Montgomery,Wellington Shire,3851,West & South Gippsland District,-35.35,139.3833,Victoria
Montmorency,Banyule City,3094,Central District,-37.7339,145.0858,Victoria
Montrose,Yarra Ranges Shire,3765,Central District,-37.7501,145.7371,Victoria
Moolap,Greater Geelong City,3224,Central District,-38.0518,144.4614,Victoria
Moolerr,Northern Grampians Shire,3477,Wimmera District,-36.8496,142.873,Victoria
Moolort,Central Goldfields Shire,3465,North Central District,-36.9789,143.7386,Victoria
Moonambel,Pyrenees Shire,3478,South West District,-37.3276,143.3647,Victoria
Moondarra,Baw Baw Shire,3825,West & South Gippsland District,-37.97,146.144,Victoria
Moonee Ponds,Moonee Valley City,3039,Central District,-37.7494,144.8933,Victoria
Moonlight Flat,Central Goldfields Shire,3465,North Central District,-36.9789,143.7386,Victoria
Moonlight Flat,Mount Alexander Shire,3450,North Central District,-37.0761,144.1882,Victoria
Moora,Campaspe Shire,3612,Northern Country District,-36.3234,144.7084,Victoria
Moorabbin,Kingston City,3189,Central District,-38.0045,145.0953,Victoria
Moorabbin Airport,Kingston City,3194,Central District,-38.0045,145.0953,Victoria
Moorabool,Greater Geelong City,3213,Central District,-38.0518,144.4614,Victoria
Mooralla,Southern Grampians Shire,3314,South West District,-37.5299,142.0253,Victoria
Moorilim,Strathbogie Shire,3610,Northern Country District,-36.85,145.75,Victoria
Moorilim,Greater Shepparton City,3610,Northern Country District,-36.4274,145.4152,Victoria
Moormbool West,Strathbogie Shire,3523,Northern Country District,-36.85,145.75,Victoria
Moornapa,Wellington Shire,3862,West & South Gippsland District,-35.35,139.3833,Victoria
Moorngag,Benalla Rural City,3673,North East District,-36.5904,146.0281,Victoria
Moorooduc,Mornington Peninsula Shire,3933,Central District,-38.3327,144.9566,Victoria
Mooroolbark,Yarra Ranges Shire,3138,Central District,-37.7501,145.7371,Victoria
Mooroolbark,Yarra Ranges Shire,3138,Central District,-37.7501,145.7371,Victoria
Mooroopna,Greater Shepparton City,3629,Northern Country District,-36.4274,145.4152,Victoria
Mooroopna North,Greater Shepparton City,3629,Northern Country District,-36.4274,145.4152,Victoria
Mooroopna North West,Greater Shepparton City,3616,Northern Country District,-36.4274,145.4152,Victoria
Moranding,Mitchell Shire,3764,North Central District,-37.1754,144.98,Victoria
Mordialloc,Kingston City,3195,Central District,-38.0045,145.0953,Victoria
Morgiana,Southern Grampians Shire,3301,South West District,-37.5299,142.0253,Victoria
Moriac,Surf Coast Shire,3240,Central District,-38.34,144.1153,Victoria
Mornington,Mornington Peninsula Shire,3931,Central District,-38.3327,144.9566,Victoria
Morrisons,Golden Plains Shire,3334,Central District,-37.8523,143.8635,Victoria
Morrisons,Moorabool Shire,3334,Central District,-38.0833,144.3,Victoria
Morrl Morrl,Northern Grampians Shire,3387,Wimmera District,-36.8496,142.873,Victoria
Mortlake,Moyne Shire,3272,South West District,-38.1879,142.4622,Victoria
Morton Plains,Buloke Shire,3482,Mallee District,-35.8464,143.05200000000002,Victoria
Morwell,Latrobe City,3840,West & South Gippsland District,-38.2538,146.4612,Victoria
Mossiface,East Gippsland Shire,3885,East Gippsland District,-37.3456,148.5829,Victoria
Mount Alfred,Towong Shire,3709,North East District,-36.3659,147.6272,Victoria
Mount Beauty,Alpine Shire,3699,North East District,-36.8341,146.9794,Victoria
Mount Beckworth,Hepburn Shire,3363,Central District,-37.3167,144.1333,Victoria
Mount Best,South Gippsland Shire,3960,West & South Gippsland District,-38.699,146.067,Victoria
Mount Bolton,Ballarat City,3352,Central District,-37.5662,143.8496,Victoria
Mount Bruno,Benalla Rural City,3675,North East District,-36.5904,146.0281,Victoria
Mount Buffalo,Alpine Shire,3740,North East District,-36.8341,146.9794,Victoria
Mount Burnett,Cardinia Shire,3781,Central District,-38.15,145.4167,Victoria
Mount Bute,Corangamite Shire,3324,South West District,-38.216,143.2354,Victoria
Mount Camel,Greater Bendigo City,3523,Northern Country District,-36.7228,144.4397,Victoria
Mount Cameron,Central Goldfields Shire,3370,North Central District,-36.9789,143.7386,Victoria
Mount Clear,Ballarat City,3350,Central District,-37.5662,143.8496,Victoria
Mount Cole,Ararat Rural City,3377,South West District,-37.2833,142.9333,Victoria
Mount Cole Creek,Ararat Rural City,3377,South West District,-37.2833,142.9333,Victoria
Mount Cottrell,Wyndham City,3024,Central District,-37.8928,144.6357,Victoria
Mount Cottrell,Melton City,3024,Central District,-37.6833,144.5833,Victoria
Mount Dandenong,Yarra Ranges Shire,3767,Central District,-37.7501,145.7371,Victoria
Mount Doran,Moorabool Shire,3334,Central District,-38.0833,144.3,Victoria
Mount Dryden,Northern Grampians Shire,3381,Wimmera District,-36.8496,142.873,Victoria
Mount Duneed,Greater Geelong City,3217,Central District,-38.0518,144.4614,Victoria
Mount Duneed,Surf Coast Shire,3217,Central District,-38.34,144.1153,Victoria
Mount Eccles,South Gippsland Shire,3953,West & South Gippsland District,-38.699,146.067,Victoria
Mount Eccles South,South Gippsland Shire,3953,West & South Gippsland District,-38.699,146.067,Victoria
Mount Egerton,Moorabool Shire,3352,Central District,-38.0833,144.3,Victoria
Mount Eliza,Mornington Peninsula Shire,3930,Central District,-38.3327,144.9566,Victoria
Mount Emu,Pyrenees Shire,3351,South West District,-37.3276,143.3647,Victoria
Mount Evelyn,Yarra Ranges Shire,3796,Central District,-37.7501,145.7371,Victoria
Mount Franklin,Hepburn Shire,3461,Central District,-37.3167,144.1333,Victoria
Mount Glasgow,Central Goldfields Shire,3371,North Central District,-36.9789,143.7386,Victoria
Mount Helen,Ballarat City,3350,Central District,-37.5662,143.8496,Victoria
Mount Hooghly,Central Goldfields Shire,3472,North Central District,-36.9789,143.7386,Victoria
Mount Lonarch,Pyrenees Shire,3468,South West District,-37.3276,143.3647,Victoria
Mount Macedon,Macedon Ranges Shire,3441,Central District,-37.3334,144.6158,Victoria
Mount Major,Greater Shepparton City,3646,Northern Country District,-36.4274,145.4152,Victoria
Mount Martha,Mornington Peninsula Shire,3934,Central District,-38.3327,144.9566,Victoria
Mount Mercer,Golden Plains Shire,3352,Central District,-37.8523,143.8635,Victoria
Mount Moriac,Surf Coast Shire,3240,Central District,-38.34,144.1153,Victoria
Mount Napier,Southern Grampians Shire,3301,South West District,-37.5299,142.0253,Victoria
Mount Pleasant,Ballarat City,3350,Central District,-37.5662,143.8496,Victoria
Mount Prospect,Hepburn Shire,3364,Central District,-37.3167,144.1333,Victoria
Mount Richmond,Glenelg Shire,3305,South West District,-37.8908,141.4424,Victoria
Mount Rowan,Ballarat City,3352,Central District,-37.5662,143.8496,Victoria
Mount Taylor,East Gippsland Shire,3875,East Gippsland District,-37.3456,148.5829,Victoria
Mount Toolebewong,Yarra Ranges Shire,3777,Central District,-37.7501,145.7371,Victoria
Mount Wallace,Moorabool Shire,3342,Central District,-38.0833,144.3,Victoria
Mount Waverley,Monash City,3149,Central District,-37.8968,145.1471,Victoria
Mount Waverley,Monash City,3149,Central District,-37.8968,145.1471,Victoria
Mountain Bay,Mansfield Shire,3723,North East District,-37.05,146.0833,Victoria
Mountain View,Baw Baw Shire,3988,West & South Gippsland District,-37.97,146.144,Victoria
Moutajup,Southern Grampians Shire,3294,South West District,-37.5299,142.0253,Victoria
Moyarra,South Gippsland Shire,3951,West & South Gippsland District,-38.699,146.067,Victoria
Moyhu,Wangaratta Rural City,3732,North East District,-36.3667,146.3333,Victoria
Moyreisk,Northern Grampians Shire,3477,Wimmera District,-36.8496,142.873,Victoria
Moyston,Ararat Rural City,3377,South West District,-37.2833,142.9333,Victoria
Muckatah,Moira Shire,3644,Northern Country District,-36.0506,145.5381,Victoria
Muckleford,Mount Alexander Shire,3451,North Central District,-37.0761,144.1882,Victoria
Muckleford South,Mount Alexander Shire,3462,North Central District,-37.0761,144.1882,Victoria
Mudgegonga,Alpine Shire,3737,North East District,-36.8341,146.9794,Victoria
Mudgegonga,Indigo Shire,3737,North East District,-36.2085,146.6863,Victoria
Mulgrave,Monash City,3170,Central District,-37.8968,145.1471,Victoria
Mulgrave,Monash City,3170,Central District,-37.8968,145.1471,Victoria
Mumbannar,Glenelg Shire,3304,South West District,-37.8908,141.4424,Victoria
Mundoona,Moira Shire,3635,Northern Country District,-36.0506,145.5381,Victoria
Munro,Wellington Shire,3862,West & South Gippsland District,-35.35,139.3833,Victoria
Muntham,Glenelg Shire,3315,South West District,-37.8908,141.4424,Victoria
Muntham,Southern Grampians Shire,3315,South West District,-37.5299,142.0253,Victoria
Murchison,Strathbogie Shire,3610,Northern Country District,-36.85,145.75,Victoria
Murchison,Greater Shepparton City,3610,Northern Country District,-36.4274,145.4152,Victoria
Murchison East,Greater Shepparton City,3610,Northern Country District,-36.4274,145.4152,Victoria
Murchison North,Greater Shepparton City,3610,Northern Country District,-36.4274,145.4152,Victoria
Murgheboluc,Golden Plains Shire,3218,Central District,-37.8523,143.8635,Victoria
Murmungee,Wangaratta Rural City,3747,North East District,-36.3667,146.3333,Victoria
Murnungin,Swan Hill Rural City,3544,Mallee District,-35.3378,143.5544,Victoria
Murphys Creek,Loddon Shire,3551,Northern Country District,-36.4041,143.8296,Victoria
Murra Warra,Horsham Rural City,3401,Wimmera District,-36.7167,142.2,Victoria
Murra Warra,Yarriambiack Shire (South Of Netting Fence),3401,Wimmera District,-36.0262,142.4045,Victoria
Murrabit,Gannawarra Shire,3579,Mallee District,-35.7321,143.8532,Victoria
Murrabit West,Gannawarra Shire,3579,Mallee District,-35.7321,143.8532,Victoria
Murrawee,Swan Hill Rural City,3586,Mallee District,-35.3378,143.5544,Victoria
Murraydale,Swan Hill Rural City,3586,Mallee District,-35.3378,143.5544,Victoria
Murrayville,Mildura Rural City,3512,Mallee District,-34.2,142.15,Victoria
Murrindal,East Gippsland Shire,3885,East Gippsland District,-37.3456,148.5829,Victoria
Murrindindi,Murrindindi Shire,3717,North Central District,-37.3667,145.5333,Victoria
Murroon,Colac Otway Shire,3243,South West District,-38.4387,143.5967,Victoria
Murrumbeena,Glen Eira City,3163,Central District,-37.8995,145.041,Victoria
Murtoa,Yarriambiack Shire (South Of Netting Fence),3390,Wimmera District,-36.0262,142.4045,Victoria
Musk,Hepburn Shire,3461,Central District,-37.3167,144.1333,Victoria
Musk Vale,Hepburn Shire,3461,Central District,-37.3167,144.1333,Victoria
Muskerry,Campaspe Shire,3557,Northern Country District,-36.3234,144.7084,Victoria
Myall,Gannawarra Shire,3579,Mallee District,-35.7321,143.8532,Victoria
Myall,Buloke Shire,3533,Mallee District,-35.8464,143.05200000000002,Victoria
Myamyn,Glenelg Shire,3304,South West District,-37.8908,141.4424,Victoria
Myers Flat,Greater Bendigo City,3556,Northern Country District,-36.7228,144.4397,Victoria
Myola,Campaspe Shire,3551,Northern Country District,-36.3234,144.7084,Victoria
Myrniong,Moorabool Shire,3341,Central District,-38.0833,144.3,Victoria
Myrrhee,Wangaratta Rural City,3732,North East District,-36.3667,146.3333,Victoria
Myrtle Creek,Mount Alexander Shire,3551,North Central District,-37.0761,144.1882,Victoria
Myrtle Creek,Greater Bendigo City,3551,Northern Country District,-36.7228,144.4397,Victoria
Myrtlebank,Wellington Shire,3851,West & South Gippsland District,-35.35,139.3833,Victoria
Myrtleford,Alpine Shire,3737,North East District,-36.8341,146.9794,Victoria
Mysia,Loddon Shire,3518,Northern Country District,-36.4041,143.8296,Victoria
Mystic Park,Gannawarra Shire,3579,Mallee District,-35.7321,143.8532,Victoria
Mywee,Moira Shire,3641,Northern Country District,-36.0506,145.5381,Victoria
Nagambie,Strathbogie Shire,3608,Northern Country District,-36.85,145.75,Victoria
Nalangil,Colac Otway Shire,3249,South West District,-38.4387,143.5967,Victoria
Nalinga,Strathbogie Shire,3646,Northern Country District,-36.85,145.75,Victoria
Nalinga,Greater Shepparton City,3646,Northern Country District,-36.4274,145.4152,Victoria
Nambrok,Wellington Shire,3847,West & South Gippsland District,-35.35,139.3833,Victoria
Nandaly,Buloke Shire,3533,Mallee District,-35.8464,143.05200000000002,Victoria
Nangana,Cardinia Shire,3781,Central District,-38.15,145.4167,Victoria
Nangeela,Glenelg Shire,3312,South West District,-37.8908,141.4424,Victoria
Nangiloc,Mildura Rural City,3494,Mallee District,-34.2,142.15,Victoria
Nanneella,Campaspe Shire,3561,Northern Country District,-36.3234,144.7084,Victoria
Napoleons,Golden Plains Shire,3352,Central District,-37.8523,143.8635,Victoria
Nar Nar Goon,Cardinia Shire,3812,Central District,-38.15,145.4167,Victoria
Nar Nar Goon North,Cardinia Shire,3812,Central District,-38.15,145.4167,Victoria
Narbethong,Murrindindi Shire,3778,North Central District,-37.3667,145.5333,Victoria
Nareeb,Moyne Shire,3293,South West District,-38.1879,142.4622,Victoria
Nareeb,Southern Grampians Shire,3293,South West District,-37.5299,142.0253,Victoria
Nareen,Southern Grampians Shire,3315,South West District,-37.5299,142.0253,Victoria
Nareewillock,Buloke Shire,3525,Mallee District,-35.8464,143.05200000000002,Victoria
Nariel Valley,Towong Shire,3707,North East District,-36.3659,147.6272,Victoria
Nariel Valley,East Gippsland Shire,3707,East Gippsland District,-37.3456,148.5829,Victoria
Naring,Moira Shire,3636,Northern Country District,-36.0506,145.5381,Victoria
Naringal,Moyne Shire,3277,South West District,-38.1879,142.4622,Victoria
Naringal East,Moyne Shire,3277,South West District,-38.1879,142.4622,Victoria
Naroghid,Corangamite Shire,3266,South West District,-38.216,143.2354,Victoria
Narracan,Baw Baw Shire,3824,West & South Gippsland District,-37.97,146.144,Victoria
Narraport,Buloke Shire,3483,Mallee District,-35.8464,143.05200000000002,Victoria
Narrapumelap South,Ararat Rural City,3293,South West District,-37.2833,142.9333,Victoria
Narrawong,Glenelg Shire,3285,South West District,-37.8908,141.4424,Victoria
Narre Warren,Casey City,3805,Central District,-38.0952,145.3228,Victoria
Narre Warren East,Yarra Ranges Shire,3804,Central District,-37.7501,145.7371,Victoria
Narre Warren North,Casey City,3804,Central District,-38.0952,145.3228,Victoria
Narre Warren South,Casey City,3805,Central District,-38.0952,145.3228,Victoria
Narrung,Swan Hill Rural City,3597,Mallee District,-35.3378,143.5544,Victoria
Nathalia,Moira Shire,3638,Northern Country District,-36.0506,145.5381,Victoria
