Council,Suburb,Post Code
7,Scotchmans Lead,3352
54,Scotsburn,3352
7,Scotsburn,3352
53,Scotts Creek,3267
56,Sea Lake,3533
22,Seabrook,3028
12,Seacombe,3851
78,Seaford,3198
22,Seaholme,3018
12,Seaspray,3851
12,Seaton,3858
4,Seaview,3821
32,Sebastian,3556
42,Sebastian,3556
7,Sebastopol,3356
74,Seddon,3011
42,Sedgwick,3551
55,Selby,3159
23,Separation Creek,3234
32,Serpentine,3517
33,Serviceton,3420
55,Seville,3139
55,Seville East,3139
51,Seymour,3660
4,Shady Creek,3821
28,Shannonvale,3898
38,Shays Flat,3377
24,Shays Flat,3377
25,She Oaks,3331
37,Sheans Creek,3666
41,Sheep Hills,3392
32,Shelbourne,3515
42,Shelbourne,3515
62,Shelbourne,3515
25,Shelford,3329
67,Shelley,3701
18,Shepherds Flat,3461
36,Shepparton,3630
36,Shepparton East,3631
36,Shepparton North,3631
55,Sherbrooke,3789
45,Shoreham,3916
46,Sidonia,3444
55,Silvan,3795
6,Silverleaves,3922
53,Simpson,3266
23,Simpson,3266
28,Simpsons Creek,3888
8,Simson,3465
23,Skenes Creek,3233
23,Skenes Creek North,3233
53,Skibo,3260
32,Skinners Flat,3518
24,Skipton,3361
53,Skipton,3361
78,Skye,3977
38,Slaty Creek,3477
18,Smeaton,3364
6,Smiths Beach,3922
44,Smiths Gully,3760
18,Smokeytown,3364
1,Smoko,3741
25,Smythes Creek,3351
7,Smythes Creek,3351
25,Smythesdale,3351
24,Smythesdale,3351
24,Snake Valley,3351
7,Soldiers Hill,3350
45,Somers,3927
50,Somerton,3062
45,Somerville,3912
45,Sorrento,3943
6,South Dudley,3995
26,South Geelong,3220
22,South Kingsville,3015
14,South Melbourne,3205
71,South Morang,3752
53,South Purrumbete,3260
77,South Wharf,3006
77,South Yarra,3141
43,South Yarra,3141
14,Southbank,3006
77,Southbank,3006
16,Southern Cross,3283
54,Spargo Creek,3461
70,Speed,3488
29,Speewa,3585
22,Spotswood,3015
42,Spring Gully,3550
46,Spring Hill,3444
18,Spring Hill,3444
54,Springbank,3352
25,Springdallah,3351
56,Springfield,3544
46,Springfield,3434
39,Springhurst,3682
18,Springmount,3364
61,Springvale,3171
61,Springvale South,3172
13,St Albans,3021
26,St Albans Park,3219
44,St Andrews,3761
45,St Andrews Beach,3941
38,St Arnaud,3478
38,St Arnaud East,3477
38,St Arnaud North,3477
6,St Clair,3995
36,St Germains,3620
68,St Helena,3088
16,St Helens,3285
34,St Helens Plains,3401
20,St James,3727
14,St Kilda,3182
69,St Kilda East,3183
14,St Kilda East,3183
14,St Kilda West,3182
26,St Leonards,3223
12,Staceys Bridge,3971
25,Staffordshire Reef,3351
60,Staghorn Flat,3691
15,Staghorn Flat,3691
57,Stanhope,3623
36,Stanhope South,3623
15,Stanley,3747
26,Staughton Vale,3340
35,Stavely,3379
38,Stawell,3380
55,Steels Creek,3775
25,Steiglitz,3331
40,Stewarton,3725
36,Stewarton,3725
12,Stockdale,3862
24,Stockyard Hill,3373
25,Stonehaven,3218
35,Stoneleigh,3373
24,Stoneleigh,3373
9,Stony Creek,3957
8,Stony Creek,3371
23,Stonyford,3260
53,Stonyford,3260
12,Stradbroke,3851
62,Strangways,3461
18,Strangways,3461
56,Straten,3533
12,Stratford,3862
5,Strath Creek,3658
57,Strathallan,3622
37,Strathbogie,3666
42,Strathdale,3550
19,Strathdownie,3312
44,Strathewen,3099
42,Strathfieldsaye,3551
58,Strathkellar,3301
8,Strathlea,3364
62,Strathlea,3364
20,Strathmerton,3641
3,Strathmore,3041
3,Strathmore Heights,3041
10,Strathtulloh,3338
35,Streatham,3351
24,Streatham,3351
9,Strzelecki,3950
4,Strzelecki,3950
38,Stuart Mill,3477
23,Sugarloaf,3234
51,Sugarloaf Creek,3658
28,Suggan Buggan,3885
7,Sulky,3352
18,Sulky,3352
50,Sunbury,3429
51,Sunday Creek,3658
6,Sunderland Bay,3922
6,Sunset Strip,3922
13,Sunshine,3020
13,Sunshine North,3020
13,Sunshine West,3020
6,Surf Beach,3922
47,Surrey Hills,3127
59,Surrey Hills,3127
38,Sutherland,3477
25,Sutherlands Creek,3331
56,Sutton,3530
62,Sutton Grange,3448
26,Swan Bay,3225
29,Swan Hill,3585
29,Swan Hill West,3585
23,Swan Marsh,3249
28,Swan Reach,3903
40,Swanpool,3673
38,Swanwater,3477
38,Swanwater West,3480
28,Swifts Creek,3896
13,Sydenham,3037
32,Sylvaterre,3575
37,Tabilk,3607
58,Tabor,3289
5,Taggerty,3714
58,Tahara,3301
19,Tahara,3301
19,Tahara Bridge,3315
19,Tahara West,3310
8,Talbot,3371
67,Talgarno,3691
67,Tallandoon,3701
67,Tallangatta,3700
67,Tallangatta East,3700
67,Tallangatta South,3701
67,Tallangatta Valley,3701
51,Tallarook,3659
36,Tallygaroopna,3634
28,Tambo Crossing,3893
28,Tambo Upper,3885
28,Tamboon,3890
40,Taminick,3675
37,Tamleugh,3669
36,Tamleugh North,3669
53,Tandarook,3260
32,Tandarra,3571
15,Tangambalanga,3691
4,Tanjil Bren,3833
4,Tanjil South,3825
73,Tanjil South,3825
46,Tantaraboo,3764
24,Tanwood,3478
23,Tanybryn,3249
18,Taradale,3447
62,Taradale,3447
37,Tarcombe,3666
51,Tarcombe,3666
62,Tarilta,3451
18,Tarilta,3451
32,Tarnagulla,3551
79,Tarneit,3029
40,Tarnook,3670
16,Taroon,3265
53,Taroon,3265
12,Tarra Valley,3971
30,Tarranyurk,3414
12,Tarraville,3971
55,Tarrawarra,3775
39,Tarrawingee,3678
33,Tarrayoukyan,3315
58,Tarrayoukyan,3315
62,Tarrengower,3463
58,Tarrenlea,3315
58,Tarrington,3301
16,Tarrone,3283
9,Tarwin,3956
9,Tarwin Lower,3956
40,Tatong,3673
36,Tatura,3616
36,Tatura East,3616
35,Tatyoon,3378
1,Tawonga,3697
1,Tawonga South,3698
5,Taylor Bay,3713
10,Taylors Hill,3037
13,Taylors Lakes,3038
31,Teal Point,3579
55,Tecoma,3160
56,Teddywaddy,3527
56,Teddywaddy West,3527
25,Teesdale,3328
34,Telangatuk East,3401
20,Telford,3730
33,Telopea Downs,3420
76,Templestowe,3106
76,Templestowe Lower,3107
72,Tempy,3489
70,Tempy,3489
6,Tenby Point,3984
57,Tennyson,3572
16,Terang,3264
53,Terang,3264
5,Terip Terip,3719
32,Terrappee,3525
56,Terrappee,3525
32,Terrick Terrick,3575
57,Terrick Terrick East,3573
53,Tesbury,3260
4,Tetoora Road,3821
56,Thalia,3527
4,Thalloo,3825
63,The Basin,3154
16,The Cove,3268
6,The Gurdies,3984
12,The Heart,3851
12,The Honeysuckles,3851
55,The Patch,3792
16,The Sisters,3265
67,Thologolong,3691
71,Thomastown,3074
26,Thomson,3219
40,Thoona,3726
21,Thornbury,3071
10,Thornhill Park,3335
5,Thornton,3712
4,Thorpdale,3835
9,Thorpdale South,3824
4,Thorpdale South,3824
67,Thowgla Valley,3707
55,Three Bridges,3797
9,Tidal River,3960
53,Timboon,3268
53,Timboon West,3268
57,Timmering,3561
8,Timor,3465
8,Timor West,3465
12,Tinamba,3859
12,Tinamba West,3859
67,Tintaldra,3708
31,Tittybong,3542
29,Tol Tol,3549
27,Tolmie,3723
39,Tolmie,3723
40,Tolmie,3723
67,Tom Groggin,3707
57,Tongala,3621
28,Tonghi Creek,3890
28,Tongio,3896
52,Tonimbuk,3815
34,Tooan,3409
51,Tooborac,3522
36,Toolamba,3614
36,Toolamba West,3614
5,Toolangi,3777
55,Toolangi,3777
10,Toolern Vale,3337
46,Toolern Vale,3337
42,Toolleen,3551
57,Toolleen,3551
34,Toolondo,3401
16,Toolong,3285
12,Toongabbie,3856
73,Toongabbie,3856
9,Toora,3962
9,Toora North,3962
65,Tooradin,3980
52,Tooradin,3980
43,Toorak,3142
28,Toorloo Arm,3909
45,Tootgarook,3941
11,Torquay,3228
72,Torrita,3490
57,Torrumbarry,3562
4,Torwood,3821
28,Tostaree,3888
74,Tottenham,3012
38,Tottington,3477
7,Tourello,3363
29,Towan,3596
56,Towaninny,3527
56,Towaninny South,3527
16,Tower Hill,3283
67,Towong,3707
67,Towong Upper,3707
4,Trafalgar,3824
4,Trafalgar East,3824
4,Trafalgar South,3824
31,Tragowel,3579
73,Traralgon,3844
73,Traralgon East,3844
73,Traralgon South,3844
3,Travancore,3032
24,Trawalla,3373
5,Trawool,3660
51,Trawool,3660
38,Traynors Lagoon,3477
55,Tremont,3785
54,Trentham,3458
18,Trentham,3458
18,Trentham East,3458
46,Trentham East,3458
29,Tresco,3583
29,Tresco West,3584
9,Trida,3953
4,Trida,3953
10,Truganina,3029
79,Truganina,3029
28,Tubbut,3888
45,Tuerong,3915
38,Tulkara,3384
13,Tullamarine,3043
50,Tullamarine,3043
75,Tullamarine,3043
20,Tungamah,3728
29,Turoar,3546
70,Turriff,3488
56,Turriff East,3488
9,Turtons Creek,3960
72,Tutye,3490
51,Tyaak,3658
45,Tyabb,3913
56,Tyenna,3533
73,Tyers,3844
18,Tylden,3444
46,Tylden,3444
18,Tylden South,3444
52,Tynong,3813
52,Tynong North,3813
29,Tyntynder,3586
29,Tyntynder South,3586
19,Tyrendarra,3285
16,Tyrendarra East,3285
29,Tyrrell,3533
56,Tyrrell,3533
56,Tyrrell Downs,3533
18,Ullina,3370
33,Ullswater,3318
29,Ultima,3544
29,Ultima East,3544
20,Ulupna,3641
36,Undera,3629
72,Underbool,3509
37,Upotipotpon,3669
63,Upper Ferntree Gully,3156
55,Upper Ferntree Gully,3156
1,Upper Gundowring,3691
39,Upper Lurg,3673
40,Upper Lurg,3673
51,Upper Plenty,3756
40,Upper Ryans Creek,3673
37,Upton Hill,3664
55,Upwey,3158
12,Valencia Creek,3860
58,Vasey,3407
62,Vaughan,3451
34,Vectis,3401
6,Ventnor,3922
9,Venus Bay,3956
64,Vermont,3133
59,Vermont,3133
59,Vermont South,3133
52,Vervale,3814
4,Vesper,3833
58,Victoria Point,3294
58,Victoria Valley,3294
68,Viewbank,3084
29,Vinifera,3591
36,Violet Town,3669
37,Violet Town,3669
53,Vite Vite,3325
53,Vite Vite North,3325
28,W Tree,3885
20,Waaia,3637
32,Waanyarra,3551
53,Waarre,3269
20,Waggarandall,3646
15,Wahgunyah,3687
37,Wahring,3608
34,Wail,3401
28,Wairewa,3887
29,Waitchie,3544
38,Wal Wal,3385
39,Waldara,3678
4,Walhalla,3825
9,Walkerville,3956
9,Walkerville North,3956
9,Walkerville South,3956
54,Wallace,3352
19,Wallacedale,3303
16,Wallacedale,3303
28,Wallagaraugh,3891
38,Wallaloo,3387
38,Wallaloo East,3387
51,Wallan,3756
25,Wallinduc,3351
26,Wallington,3222
41,Wallup,3401
62,Walmer,3463
28,Walpa,3875
72,Walpeup,3507
67,Walwa,3709
57,Wanalta,3612
26,Wandana Heights,3216
31,Wandella,3579
1,Wandiligong,3744
55,Wandin East,3139
55,Wandin North,3139
19,Wando Bridge,3312
58,Wando Vale,3312
19,Wando Vale,3312
51,Wandong,3758
29,Wandown,3549
39,Wangandary,3678
28,Wangarabell,3891
39,Wangaratta,3677
39,Wangaratta South,3678
56,Wangie,3530
16,Wangoom,3279
58,Wannon,3301
63,Wantirna,3152
63,Wantirna South,3152
36,Waranga,3616
57,Waranga Shores,3612
9,Waratah Bay,3959
55,Warburton,3799
24,Wareek,3465
8,Wareek,3465
72,Wargan,3505
56,Warmur,3482
23,Warncoort,3243
56,Warne,3530
65,Warneet,3980
16,Warrabkook,3286
41,Warracknabeal,3393
4,Warragul,3820
4,Warragul South,3821
4,Warragul West,3821
35,Warrak,3377
76,Warrandyte,3113
76,Warrandyte South,3134
64,Warranwood,3134
58,Warrayure,3301
40,Warrenbayne,3670
7,Warrenheip,3352
54,Warrenheip,3352
24,Warrenmang,3478
23,Warrion,3249
17,Warrnambool,3280
16,Warrnambool,3280
19,Warrock,3312
16,Warrong,3283
34,Wartook,3401
56,Watchem,3482
56,Watchem West,3482
41,Watchem West,3482
56,Watchupga,3485
51,Waterford Park,3658
28,Waterholes,3875
24,Waterloo,3373
49,Waterways,3195
68,Watsonia,3087
68,Watsonia North,3087
44,Watsons Creek,3097
6,Wattle Bank,3995
24,Wattle Creek,3384
54,Wattle Flat,3352
7,Wattle Flat,3352
18,Wattle Flat,3352
44,Wattle Glen,3096
53,Wattle Hill,3237
7,Waubra,3352
24,Waubra,3352
26,Waurn Ponds,3216
28,Waygara,3888
7,Weatherboard,3352
32,Wedderburn,3518
32,Wedderburn Junction,3518
31,Wee Wee Rup,3568
23,Weeaproinah,3237
23,Weering,3251
53,Weerite,3260
32,Wehla,3518
10,Weir Views,3338
42,Wellsford,3551
62,Welshmans Reef,3462
9,Welshpool,3966
29,Wemen,3549
7,Wendouree,3355
11,Wensleydale,3241
25,Werneth,3352
53,Werneth,3352
18,Werona,3364
62,Werona,3364
79,Werribee,3030
79,Werribee South,3030
72,Werrimull,3496
55,Wesburn,3799
42,West Bendigo,3550
6,West Creek,3992
74,West Footscray,3012
77,West Melbourne,3003
60,West Wodonga,3690
4,Westbury,3825
31,Westby,3579
50,Westmeadows,3049
35,Westmere,3351
5,Whanregarwen,3714
57,Wharparilla,3564
18,Wheatsheaf,3461
48,Wheelers Hill,3150
42,Whipstick,3556
56,Whirily,3483
42,White Hills,3550
51,Whiteheads Creek,3660
9,Whitelaw,3950
39,Whitfield,3733
39,Whitlands,3678
26,Whittington,3219
71,Whittlesea,3757
23,Whoorel,3243
39,Whorouly,3735
39,Whorouly East,3735
39,Whorouly South,3735
37,Whroo,3612
35,Wickliffe,3379
20,Wilby,3728
9,Wild Dog Valley,3953
50,Wildwood,3429
41,Wilkur,3393
56,Wilkur,3393
56,Willangie,3485
16,Willatook,3283
35,Willaura,3379
35,Willaura North,3379
41,Willenabrina,3393
79,Williams Landing,3027
22,Williamstown,3016
22,Williamstown North,3016
4,Willow Grove,3825
51,Willowmavin,3764
25,Willowvale,3360
12,Willung,3847
12,Willung South,3847
42,Wilsons Hill,3515
9,Wilsons Promontory,3960
6,Wimbledon Heights,3922
11,Winchelsea,3241
23,Winchelsea,3241
11,Winchelsea South,3241
7,Windermere,3352
14,Windsor,3181
43,Windsor,3181
28,Wingan River,3891
25,Wingeel,3321
23,Wingeel,3321
38,Winjallok,3477
29,Winlaton,3585
29,Winnambool,3546
19,Winnap,3304
12,Winnindoo,3858
16,Winslow,3281
7,Winter Valley,3358
40,Winton,3673
40,Winton North,3673
37,Wirrate,3608
28,Wiseleigh,3885
60,Wodonga,3690
71,Wollert,3750
28,Wombat Creek,3888
33,Wombelano,3409
12,Won Wron,3971
9,Wonga,3960
64,Wonga Park,3115
55,Wonga Park,3115
76,Wonga Park,3115
23,Wongarra,3234
6,Wonthaggi,3995
34,Wonwondah,3401
12,Wonyip,3962
29,Wood Wood,3596
46,Woodend,3442
46,Woodend North,3442
27,Woodfield,3715
16,Woodford,3281
17,Woodford,3281
28,Woodglen,3875
58,Woodhouse,3294
6,Woodleigh,3945
27,Woods Point,3723
12,Woodside,3874
12,Woodside Beach,3874
12,Woodside North,3874
71,Woodstock,3751
32,Woodstock On Loddon,3551
32,Woodstock West,3463
42,Woodvale,3556
23,Wool Wool,3249
6,Woolamai,3995
12,Woolenook,3860
32,Woolshed Flat,3518
16,Woolsthorpe,3276
70,Woomelang,3485
15,Wooragee,3747
9,Woorarra East,3962
9,Woorarra West,3960
9,Wooreen,3953
55,Woori Yallock,3139
29,Woorinen,3589
29,Woorinen North,3589
29,Woorinen South,3588
16,Woorndoo,3272
35,Woorndoo,3272
56,Wooroonook,3525
56,Woosang,3518
32,Woosang,3518
58,Wootong Vale,3315
28,Wroxham,3891
28,Wuk Wuk,3875
28,Wulgulmerang,3885
28,Wulgulmerang East,3885
20,Wunghnu,3635
11,Wurdiboluc,3241
12,Wurruk,3850
28,Wy Yung,3875
56,Wycheproof,3527
56,Wycheproof South,3527
32,Wychitella,3525
32,Wychitella North,3525
23,Wye River,3234
23,Wyelangta,3237
79,Wyndham Vale,3024
57,Wyuna,3620
57,Wyuna East,3620
70,Yaapeet,3424
20,Yabba North,3646
20,Yabba South,3646
15,Yackandandah,3749
20,Yalca,3637
35,Yalla-Y-Poora,3378
68,Yallambie,3085
73,Yallourn,3825
4,Yallourn North,3825
73,Yallourn North,3825
16,Yambuk,3285
57,Yambuna,3621
44,Yan Yean,3755
71,Yan Yean,3755
30,Yanac,3418
9,Yanakie,3960
32,Yando,3537
18,Yandoit,3461
62,Yandoit Hills,3461
16,Yangery,3283
17,Yangery,3283
52,Yannathan,3981
62,Yapeen,3451
5,Yarck,3719
16,Yarpturk,3283
55,Yarra Glen,3775
55,Yarra Junction,3797
32,Yarraberb,3516
4,Yarragon,3823
4,Yarragon South,3823
12,Yarram,3971
44,Yarrambat,3091
74,Yarraville,3013
32,Yarrawalla,3575
20,Yarrawonga,3730
20,Yarrawonga South,3730
20,Yarroweyah,3644
58,Yatchaw,3301
56,Yawong Hills,3478
5,Yea,3717
55,Yellingbo,3139
72,Yelta,3505
54,Yendon,3352
23,Yeo,3249
23,Yeodene,3249
55,Yering,3770
56,Yeungroon,3525
56,Yeungroon East,3525
20,Yielima,3638
73,Yinnar,3869
73,Yinnar South,3869
20,Youanmite,3646
20,Youarang,3728
58,Yulecart,3301
20,Yundool,3727
50,Yuroke,3063
23,Yuulong,3237
36,Zeerust,3634
